YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WD2M,WS10M,WD10M
2023,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,-8.17,-7.38,3.23,92.69,0.01,62.15,0.6,21.52,0.98,23.92
2023,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.81,-8.77,-7.79,3.11,89.5,0.01,62.12,0.67,17.59,1.12,20.32
2023,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.03,-9.4,-8.22,2.93,86.31,0.0,62.09,0.72,19.61,1.25,22.4
2023,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.24,-9.95,-8.6,2.81,83.69,0.0,62.08,0.78,24.25,1.38,27.0
2023,3,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.49,-10.49,-8.99,2.62,81.44,0.0,62.09,0.86,27.49,1.57,30.52
2023,3,3,6,0.27,0.28,0.52,28.48,30.6,3.12,0.01,0.05,-5.94,-10.61,-8.27,2.62,70.5,0.0,62.13,1.27,35.46,1.92,34.08
2023,3,3,7,1.08,1.15,1.59,124.27,134.4,14.75,0.14,0.7,-2.84,-10.2,-6.52,2.75,56.19,0.0,62.17,1.39,36.1,1.71,36.09
2023,3,3,8,1.81,1.98,2.52,214.52,234.42,28.25,0.52,2.52,-0.09,-11.05,-5.57,2.5,41.62,0.0,62.19,0.44,268.98,0.52,270.0
2023,3,3,9,2.45,2.65,3.27,292.38,315.15,40.08,0.99,4.95,2.08,-11.55,-4.74,2.38,33.94,0.0,62.2,1.86,233.71,2.23,233.41
2023,3,3,10,2.79,3.11,3.77,334.25,369.95,46.79,1.36,6.92,3.71,-11.4,-3.85,2.44,30.56,0.0,62.19,2.88,226.43,3.51,226.08
2023,3,3,11,2.91,3.29,3.99,349.1,391.38,49.28,1.52,7.83,4.76,-10.81,-3.03,2.56,29.94,0.0,62.16,3.68,223.36,4.53,222.77
2023,3,3,12,2.8,3.23,3.93,336.67,385.08,47.48,1.44,7.38,5.15,-9.85,-2.35,2.81,31.88,0.0,62.11,4.28,221.96,5.33,221.38
2023,3,3,13,2.57,2.91,3.57,309.1,347.17,43.09,1.19,6.08,4.63,-8.78,-2.07,3.11,36.31,0.0,62.09,4.56,221.25,5.74,220.69
2023,3,3,14,2.02,2.34,2.95,241.17,280.65,32.78,0.73,3.65,3.3,-7.84,-2.27,3.36,43.31,0.0,62.1,4.43,219.7,5.63,219.26
2023,3,3,15,1.34,1.59,2.11,158.2,190.62,20.34,0.3,1.48,1.53,-7.04,-2.75,3.6,52.38,0.0,62.14,3.83,218.2,4.92,217.78
2023,3,3,16,0.64,0.73,1.11,72.98,86.27,8.23,0.05,0.23,-0.48,-6.24,-3.36,3.85,64.88,0.0,62.17,2.44,216.39,3.35,215.02
2023,3,3,17,0.06,0.05,0.14,5.0,5.52,0.65,0.0,0.02,-3.28,-6.22,-4.75,3.85,81.94,0.0,62.19,1.46,207.39,2.29,205.51
2023,3,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.76,-5.91,-4.84,3.91,87.38,0.0,62.23,1.07,194.74,1.62,193.7
2023,3,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,-5.7,-4.95,3.97,92.38,0.0,62.26,0.77,182.34,1.21,183.34
2023,3,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.52,-5.56,-5.04,4.03,96.19,0.0,62.28,0.63,174.29,0.99,177.3
2023,3,3,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.85,-5.47,-5.16,4.09,99.94,0.0,62.28,0.56,172.78,0.89,174.99
2023,3,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.99,-5.38,-5.19,4.09,100.0,0.0,62.27,0.52,174.81,0.84,177.86
2023,3,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,-5.35,-5.23,4.09,100.0,0.0,62.25,0.5,167.47,0.81,171.09
2023,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.36,-5.36,-5.36,4.15,100.0,0.0,62.22,0.56,163.07,0.89,165.72
2023,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.53,-5.38,-5.45,4.15,100.0,0.0,62.19,0.62,168.41,0.99,169.57
2023,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.72,-5.42,-5.57,4.09,100.0,0.0,62.17,0.66,177.98,1.08,178.34
2023,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.95,-5.54,-5.74,4.09,100.0,0.0,62.15,0.57,176.86,0.91,177.55
2023,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,-5.73,-5.92,4.03,100.0,0.0,62.15,0.42,167.01,0.67,167.25
2023,3,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.22,-5.92,-6.07,3.97,100.0,0.0,62.17,0.31,143.13,0.51,141.89
2023,3,4,6,0.28,0.29,0.54,30.02,32.58,3.27,0.01,0.05,-5.13,-5.97,-5.56,3.91,98.94,0.0,62.21,0.48,120.32,0.59,124.11
2023,3,4,7,1.04,1.16,1.61,120.88,136.95,14.62,0.16,0.77,-2.6,-6.35,-4.48,3.78,77.38,0.0,62.26,0.77,178.25,0.91,178.03
2023,3,4,8,1.72,1.98,2.54,204.1,236.83,27.05,0.53,2.6,-0.45,-7.6,-4.02,3.42,58.25,0.0,62.29,1.49,211.69,1.75,211.49
2023,3,4,9,2.27,2.65,3.29,272.23,317.25,37.65,0.98,5.02,1.48,-8.35,-3.43,3.23,47.06,0.0,62.3,2.72,213.42,3.29,213.39
2023,3,4,10,2.79,3.11,3.79,337.33,371.58,47.4,1.44,7.52,2.87,-8.57,-2.85,3.11,41.62,0.0,62.28,3.74,211.87,4.59,211.58
2023,3,4,11,2.7,3.26,4.01,325.95,388.55,46.02,1.48,7.77,3.18,-8.45,-2.64,3.17,41.06,0.0,62.24,4.51,212.26,5.59,211.98
2023,3,4,12,2.43,3.2,3.94,295.25,381.55,41.76,1.33,6.9,2.72,-7.92,-2.6,3.3,44.38,0.0,62.19,4.93,213.16,6.15,212.92
2023,3,4,13,2.28,2.88,3.59,273.62,343.02,38.2,1.11,5.8,1.98,-7.49,-2.75,3.42,48.56,0.0,62.14,5.08,213.32,6.4,213.09
2023,3,4,14,1.8,2.32,2.97,214.75,275.98,29.4,0.7,3.55,1.01,-7.12,-3.05,3.54,53.75,0.0,62.12,4.98,212.77,6.33,212.55
2023,3,4,15,1.15,1.57,2.13,135.65,185.88,17.82,0.29,1.42,-0.26,-6.53,-3.39,3.72,62.19,0.0,62.12,4.52,212.15,5.79,211.83
2023,3,4,16,0.51,0.72,1.12,56.7,83.1,6.77,0.05,0.23,-1.81,-5.81,-3.81,3.97,75.12,0.0,62.15,3.51,210.16,4.6,209.61
2023,3,4,17,0.05,0.05,0.15,3.85,5.58,0.52,0.0,0.0,-3.8,-5.07,-4.44,4.21,94.56,0.0,62.17,1.68,209.55,2.57,205.79
2023,3,4,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,-4.59,-4.6,4.39,100.0,0.0,62.2,1.28,205.0,2.15,199.09
2023,3,4,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.99,-4.51,-4.75,4.39,100.0,0.0,62.22,1.1,201.65,1.96,196.42
2023,3,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.22,-4.59,-4.91,4.39,100.0,0.0,62.25,0.94,203.39,1.73,200.65
2023,3,4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.34,-4.69,-5.01,4.33,100.0,0.0,62.25,0.89,204.99,1.57,203.12
2023,3,4,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.52,-4.9,-5.21,4.27,100.0,0.0,62.23,0.81,204.35,1.44,203.65
2023,3,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.69,-5.15,-5.42,4.21,100.0,0.0,62.21,0.73,199.41,1.26,200.01
2023,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.81,-5.39,-5.6,4.15,100.0,0.0,62.18,0.59,193.85,0.98,196.13
2023,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.01,-5.67,-5.84,4.03,100.0,0.0,62.16,0.4,178.88,0.64,184.18
2023,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.29,-6.01,-6.15,3.97,100.0,0.0,62.14,0.2,125.54,0.29,131.76
2023,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.6,-6.43,-6.52,3.85,100.0,0.0,62.12,0.25,59.35,0.41,60.52
2023,3,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.85,-6.87,-6.86,3.66,100.0,0.0,62.13,0.4,40.24,0.72,41.94
2023,3,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.03,-7.42,-7.22,3.54,100.0,0.0,62.15,0.54,36.21,1.0,38.31
2023,3,5,6,0.27,0.31,0.56,28.77,33.65,3.38,0.01,0.05,-5.57,-7.78,-6.67,3.42,88.69,0.0,62.19,0.97,43.7,1.34,42.41
2023,3,5,7,1.08,1.18,1.63,123.65,137.58,14.63,0.16,0.75,-3.04,-8.23,-5.63,3.3,68.75,0.0,62.23,0.5,67.04,0.61,66.41
2023,3,5,8,1.87,2.01,2.56,219.7,237.1,28.66,0.55,2.7,-0.58,-9.73,-5.15,2.87,49.12,0.0,62.26,1.05,197.35,1.23,197.05
2023,3,5,9,2.41,2.68,3.31,286.45,317.23,39.17,1.01,5.08,1.17,-10.03,-4.43,2.75,41.62,0.0,62.26,2.38,201.94,2.86,201.66
2023,3,5,10,2.65,3.13,3.81,319.1,371.15,45.02,1.37,7.17,2.44,-9.51,-3.53,2.87,39.62,0.0,62.24,3.43,204.23,4.16,203.92
2023,3,5,11,2.6,3.28,4.03,311.4,387.92,44.18,1.42,7.42,2.83,-8.79,-2.98,3.05,41.0,0.0,62.19,4.21,206.18,5.18,205.95
2023,3,5,12,2.5,3.22,3.96,299.77,380.6,42.43,1.34,6.95,2.44,-8.09,-2.83,3.3,44.75,0.0,62.13,4.68,207.68,5.8,207.43
2023,3,5,13,2.17,2.89,3.6,260.52,341.85,36.49,1.06,5.6,1.98,-7.7,-2.86,3.36,47.81,0.0,62.06,4.99,208.33,6.25,208.14
2023,3,5,14,1.69,2.32,2.98,200.85,274.7,27.62,0.66,3.35,1.2,-7.52,-3.16,3.42,51.38,0.0,62.02,5.13,208.67,6.5,208.41
2023,3,5,15,1.06,1.57,2.14,124.35,184.77,16.55,0.27,1.33,-0.13,-7.01,-3.56,3.6,59.19,0.0,62.0,4.82,207.65,6.18,207.41
2023,3,5,16,0.42,0.72,1.13,46.98,82.73,5.68,0.04,0.17,-1.83,-6.17,-3.99,3.85,73.19,0.0,62.0,3.83,205.21,5.01,204.81
2023,3,5,17,0.05,0.06,0.16,3.88,5.77,0.53,0.0,0.0,-3.96,-5.22,-4.59,4.21,94.94,0.0,62.03,1.89,202.64,2.76,200.23
2023,3,5,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.84,-4.74,-4.79,4.33,100.0,0.0,62.05,1.33,196.08,2.19,190.91
2023,3,5,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1,-4.7,-4.9,4.33,100.0,0.0,62.07,1.22,192.61,2.11,187.86
2023,3,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.32,-4.75,-5.03,4.33,100.0,0.0,62.07,1.12,192.88,2.05,189.21
2023,3,5,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.42,-4.81,-5.12,4.33,100.0,0.0,62.06,1.11,194.62,2.06,191.14
2023,3,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6,-4.92,-5.26,4.27,100.0,0.0,62.04,1.05,197.76,1.99,194.58
2023,3,5,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.79,-5.1,-5.45,4.21,100.0,0.0,62.01,0.96,200.5,1.81,197.34
2023,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.01,-5.45,-5.73,4.09,100.0,0.0,61.98,0.88,204.07,1.56,202.33
2023,3,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.24,-5.81,-6.02,4.03,100.0,0.0,61.92,0.7,201.68,1.2,201.87
2023,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49,-6.16,-6.32,3.91,100.0,0.0,61.88,0.53,198.17,0.89,200.67
2023,3,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.73,-6.56,-6.64,3.78,100.0,0.0,61.85,0.29,192.53,0.46,195.95
2023,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.02,-7.11,-7.06,3.66,100.0,0.0,61.84,0.1,51.34,0.15,47.12
2023,3,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.52,-7.86,-7.69,3.42,100.0,0.0,61.87,0.48,25.3,0.77,26.57
2023,3,6,6,0.33,0.34,0.58,34.0,36.1,3.66,0.01,0.05,-6.41,-8.6,-7.5,3.23,90.06,0.0,61.9,1.07,35.78,1.45,33.78
2023,3,6,7,1.13,1.23,1.65,127.55,141.12,15.12,0.16,0.77,-3.76,-10.81,-7.28,2.69,59.25,0.0,61.94,1.03,37.57,1.22,37.97
2023,3,6,8,1.95,2.07,2.58,226.75,241.15,29.82,0.57,2.83,-1.07,-14.21,-7.64,1.95,34.44,0.0,61.98,0.66,212.01,0.78,211.46
2023,3,6,9,2.46,2.75,3.33,288.85,321.67,39.71,1.02,5.15,1.01,-15.17,-7.08,1.77,26.38,0.0,61.99,2.33,212.84,2.8,212.36
2023,3,6,10,2.73,3.22,3.83,320.67,376.0,45.43,1.37,7.05,2.45,-14.79,-6.17,1.77,24.38,0.0,61.98,3.38,212.62,4.11,212.33
2023,3,6,11,3.18,3.37,4.05,376.75,395.92,52.75,1.66,8.6,3.37,-14.08,-5.35,1.89,24.44,0.0,61.95,4.28,213.55,5.28,213.1
2023,3,6,12,2.81,3.31,3.98,334.6,388.55,47.36,1.48,7.73,3.69,-12.72,-4.52,2.2,27.25,0.0,61.9,4.97,213.47,6.2,213.07
2023,3,6,13,2.59,2.97,3.62,307.92,349.7,42.81,1.22,6.33,3.32,-11.04,-3.86,2.56,32.69,0.0,61.86,5.29,213.01,6.63,212.64
2023,3,6,14,2.05,2.4,3.0,242.05,282.45,32.84,0.76,3.8,2.05,-9.84,-3.89,2.81,39.69,0.0,61.84,4.97,213.39,6.26,213.04
2023,3,6,15,1.35,1.63,2.15,156.88,192.0,20.15,0.31,1.55,0.58,-9.24,-4.32,2.99,46.25,0.0,61.84,4.27,212.29,5.43,211.88
2023,3,6,16,0.66,0.77,1.15,72.92,88.12,8.45,0.05,0.25,-1.02,-8.73,-4.88,3.11,54.94,0.0,61.85,3.32,208.86,4.34,208.27
2023,3,6,17,0.06,0.06,0.16,5.25,6.33,0.7,0.0,0.02,-3.74,-7.67,-5.7,3.42,75.75,0.0,61.89,1.62,207.55,2.61,203.42
2023,3,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.98,-7.15,-6.06,3.54,87.88,0.0,61.93,1.3,197.46,2.14,192.87
2023,3,6,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.75,-6.56,-6.16,3.72,98.62,0.0,61.96,1.03,184.8,1.7,181.31
2023,3,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.23,-6.23,-6.23,3.85,100.0,0.0,61.97,0.86,173.72,1.46,171.39
2023,3,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.38,-6.17,-6.27,3.85,100.0,0.0,61.98,0.72,162.94,1.27,161.68
2023,3,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.53,-6.27,-6.41,3.85,100.0,0.0,61.97,0.61,150.8,1.1,150.15
2023,3,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.76,-6.5,-6.63,3.78,100.0,0.0,61.95,0.56,141.22,0.99,141.06
2023,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.96,-6.77,-6.87,3.66,100.0,0.0,61.94,0.5,132.46,0.9,131.84
2023,3,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.21,-7.06,-7.14,3.6,100.0,0.0,61.91,0.45,125.88,0.83,125.04
2023,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.4,-7.35,-7.38,3.48,100.0,0.0,61.89,0.41,118.52,0.76,117.62
2023,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,-7.73,-7.61,3.42,100.0,0.0,61.88,0.37,112.25,0.69,109.26
2023,3,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.57,-8.25,-7.92,3.23,100.0,0.0,61.9,0.35,93.81,0.68,90.66
2023,3,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.63,-8.88,-8.25,3.11,95.75,0.0,61.94,0.42,64.4,0.86,63.43
2023,3,7,6,0.34,0.36,0.6,34.85,38.1,3.9,0.02,0.05,-6.05,-9.06,-7.55,3.05,82.38,0.0,61.98,1.16,56.85,1.55,55.91
2023,3,7,7,1.17,1.27,1.67,129.15,143.77,15.57,0.18,0.88,-3.68,-9.67,-6.67,2.93,64.31,0.0,62.03,1.18,77.35,1.43,77.03
2023,3,7,8,1.78,2.12,2.6,205.67,243.4,27.98,0.58,2.88,-0.87,-12.2,-6.53,2.38,41.75,0.0,62.06,0.84,171.42,0.98,170.84
2023,3,7,9,2.51,2.81,3.35,289.75,323.92,40.66,1.12,5.8,1.46,-13.3,-5.92,2.08,30.81,0.0,62.08,2.18,201.42,2.6,201.32
2023,3,7,10,2.91,3.25,3.84,342.12,377.12,48.62,1.53,8.2,3.1,-13.09,-4.99,2.14,27.5,0.0,62.07,3.25,203.18,3.95,202.96
2023,3,7,11,2.98,3.42,4.06,344.88,390.0,49.02,1.64,8.6,4.08,-12.56,-4.24,2.2,26.88,0.0,62.04,4.14,204.15,5.09,203.93
2023,3,7,12,2.71,3.31,3.99,316.73,380.5,44.82,1.46,7.65,4.37,-11.63,-3.63,2.38,28.62,0.0,61.99,4.87,205.78,6.05,205.57
